iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
DNK,Europe,Denmark,2020-01-05,0,0,,0,0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,-34.4,-2.99,-2.99,-5.9
DNK,Europe,Denmark,2020-01-06,0,0,,0,0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-01-07,0,0,,0,0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-01-08,0,0,,0,0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-01-09,0,0,,0,0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-01-10,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-01-11,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-01-12,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,-29.4,-1.28,0.44,-5.05
DNK,Europe,Denmark,2020-01-13,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-01-14,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-01-15,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-01-16,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-01-17,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-01-18,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-01-19,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,-90.8,-2.65,-5.42,-15.59
DNK,Europe,Denmark,2020-01-20,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-01-21,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-01-22,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-01-23,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-01-24,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-01-25,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-01-26,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,-187.8,-4.12,-8.58,-32.24
DNK,Europe,Denmark,2020-01-27,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-01-28,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-01-29,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-01-30,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-01-31,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-02-01,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-02-02,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,1,0.0,0.0,,,,,tests performed,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,-273.0,-4.76,-7.23,-46.86
DNK,Europe,Denmark,2020-02-03,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-02-04,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-02-05,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-02-06,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-02-07,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-02-08,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-02-09,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,,tests performed,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,-362.8,-5.25,-7.68,-62.28
DNK,Europe,Denmark,2020-02-10,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,,tests performed,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-02-11,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,,tests performed,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-02-12,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,,tests performed,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-02-13,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,2,1,0.0,0.0,0.0,0.0,,,tests performed,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-02-14,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,,tests performed,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-02-15,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,,tests performed,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-02-16,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,,tests performed,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,-501.2,-6.18,-11.56,-86.03
DNK,Europe,Denmark,2020-02-17,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,3,1,0.0,0.0,0.0,0.0,,,tests performed,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-02-18,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,5,2,0.0,0.0,0.0,0.0,,,tests performed,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-02-19,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,7,2,0.0,0.0,1.0,0.0,,,tests performed,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-02-20,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,8,1,0.0,0.0,1.0,0.0,,,tests performed,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-02-21,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,,,tests performed,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-02-22,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,9,1,0.0,0.0,1.0,0.0,,,tests performed,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-02-23,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,,,tests performed,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,-653.4,-7.03,-12.83,-112.16
DNK,Europe,Denmark,2020-02-24,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,,,,,,,,,,,2.0,0.0,,,tests performed,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-02-25,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,,,,,,,19,10,0.0,0.0,2.0,0.0,,,tests performed,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-02-26,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,,,,,,,49,30,0.01,0.0,6.0,0.0,,,tests performed,,,,,,,,,,,,,,0.0,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-02-27,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,,,,,,,158,109,0.03,0.02,21.0,0.0,,,tests performed,,,,,,,,,,,,,,11.11,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-02-28,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,,,,,,,220,62,0.04,0.01,30.0,0.0,,,tests performed,,,,,,,,,,,,,,11.11,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-02-29,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,,,,,,,294,74,0.05,0.01,41.0,0.01,,,tests performed,,,,,,,,,,,,,,11.11,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-03-01,3,3,0.43,0,0,0.0,0.51,0.51,0.07,0.0,0.0,0.0,,0,0.0,,,,,,,343,49,0.06,0.01,47.0,0.01,,,tests performed,,,,,,,,,,,,,,11.11,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,-840.8,-8.01,-15.46,-144.33
DNK,Europe,Denmark,2020-03-02,3,0,0.43,0,0,0.0,0.51,0.0,0.07,0.0,0.0,0.0,,0,0.0,,,,,,,423,80,0.07,0.01,58.0,0.01,,,tests performed,,,,,,,,,,,,,,11.11,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-03-03,3,0,0.43,0,0,0.0,0.51,0.0,0.07,0.0,0.0,0.0,,0,0.0,,,,,,,486,63,0.08,0.01,67.0,0.01,0.01,78.2,tests performed,,,,,,,,,,,,,,20.37,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-03-04,3,0,0.43,0,0,0.0,0.51,0.0,0.07,0.0,0.0,0.0,,0,0.0,,,,,,,574,88,0.1,0.02,75.0,0.01,0.02,52.5,tests performed,,,,,,,,,,,,,,20.37,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-03-05,3,0,0.43,0,0,0.0,0.51,0.0,0.07,0.0,0.0,0.0,,0,0.0,,,,,,,683,109,0.12,0.02,75.0,0.01,0.02,58.3,tests performed,,,,,,,,,,,,,,20.37,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-03-06,3,0,0.43,0,0,0.0,0.51,0.0,0.07,0.0,0.0,0.0,,0,0.0,,,,,,,810,127,0.14,0.02,84.0,0.01,0.04,26.7,tests performed,,,,,,,,,,,,,,25.93,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-03-07,3,0,0.43,0,0,0.0,0.51,0.0,0.07,0.0,0.0,0.0,,0,0.0,,,,,,,918,108,0.16,0.02,89.0,0.02,0.03,31.2,tests performed,,,,,,,,,,,,,,25.93,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-03-08,23,20,2.86,0,0,0.0,3.9,3.39,0.48,0.0,0.0,0.0,,0,0.0,,,,,,,1147,229,0.2,0.04,115.0,0.02,0.04,26.0,tests performed,,,,,,,,,,,,,,25.93,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,-979.4,-8.37,-11.55,-168.12
DNK,Europe,Denmark,2020-03-09,23,0,2.86,0,0,0.0,3.9,0.0,0.48,0.0,0.0,0.0,,0,0.0,,,,,,,1724,577,0.29,0.1,186.0,0.03,0.07,15.1,tests performed,,,,,,,,,,,,,,25.93,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-03-10,23,0,2.86,0,0,0.0,3.9,0.0,0.48,0.0,0.0,0.0,,0,0.0,,,,,34,5.78,2530,806,0.43,0.14,292.0,0.05,0.13,8.0,tests performed,,,,,,,,,,,,,,31.48,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-03-11,23,0,2.86,0,0,0.0,3.9,0.0,0.48,0.0,0.0,0.0,1.81,2,0.34,,,,,43,7.31,3412,882,0.58,0.15,405.0,0.07,0.15,6.6,tests performed,,,,,,,,,,,,,,37.96,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-03-12,23,0,2.86,0,0,0.0,3.9,0.0,0.48,0.0,0.0,0.0,1.76,3,0.51,,,,,60,10.2,4088,676,0.7,0.12,486.0,0.08,0.18,5.6,tests performed,,,,,,,,,,,,,,37.96,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-03-13,23,0,2.86,0,0,0.0,3.9,0.0,0.48,0.0,0.0,0.0,1.69,4,0.68,,,,,85,14.45,4798,710,0.82,0.12,570.0,0.1,0.2,5.1,tests performed,,,,,,,,,,,,,,62.96,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-03-14,23,0,2.86,0,0,0.0,3.9,0.0,0.48,0.0,0.0,0.0,1.62,3,0.51,,,,,105,17.85,5381,583,0.92,0.1,638.0,0.11,0.18,5.6,tests performed,,,,,,,,,,,,,,65.74,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-03-15,827,804,114.86,2,2,0.29,140.1,136.2,19.46,0.34,0.34,0.05,1.55,2,0.34,,,,,135,22.95,6107,726,1.04,0.12,709.0,0.12,0.17,6.0,tests performed,,,,,,,,,,,,,,65.74,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,-1101.6,-8.55,-10.28,-189.1
DNK,Europe,Denmark,2020-03-16,827,0,114.86,2,0,0.29,140.1,0.0,19.46,0.34,0.0,0.05,1.5,10,1.7,,,,,171,29.07,7123,1016,1.22,0.17,771.0,0.13,0.15,6.5,tests performed,,,,,,,,,,,,,,65.74,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-03-17,827,0,114.86,2,0,0.29,140.1,0.0,19.46,0.34,0.0,0.05,1.46,18,3.06,,,,,203,34.51,8071,948,1.38,0.16,792.0,0.14,0.13,7.8,tests performed,,,,,,,,,,,,,,65.74,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-03-18,827,0,114.86,2,0,0.29,140.1,0.0,19.46,0.34,0.0,0.05,1.43,24,4.08,,,,,240,40.8,9297,1226,1.59,0.21,841.0,0.14,0.1,9.6,tests performed,,,,,,,,,,,,,,72.22,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-03-19,827,0,114.86,2,0,0.29,140.1,0.0,19.46,0.34,0.0,0.05,1.41,30,5.1,,,,,272,46.24,11145,1848,1.9,0.32,1008.0,0.17,0.08,13.2,tests performed,,,,,,,,,,,,,,72.22,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-03-20,827,0,114.86,2,0,0.29,140.1,0.0,19.46,0.34,0.0,0.05,1.4,37,6.29,,,,,310,52.7,12323,1178,2.1,0.2,1075.0,0.18,0.06,16.6,tests performed,,,,,,,,,,,,,,72.22,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
DNK,Europe,Denmark,2020-03-21,827,0,114.86,2,0,0.29,140.1,0.0,19.46,0.34,0.0,0.05,1.4,42,7.14,,,,,320,54.4,12925,602,2.21,0.1,1078.0,0.18,0.07,15.1,tests performed,,,,,,,,,,,,,,72.22,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
